,type,title,fuction,img
554,일반벼,눈큰흑찰1호,건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvLCRsvBP@FZKIDbw0gDzGEs3fCBe83GYJtr@G9Xgc/x4!
555,통일형벼,새미면,"가공적성, 다수량성, 제면용",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv1MXNKItrhDt8Jms@3zp@@83fCBe83GYJtr@G9Xgc/x4!
556,장류용콩,대찬,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvBhfz0xfR8XNnJ6s52Pmzxc3fCBe83GYJtr@G9Xgc/x4!
557,장류용콩,두루올,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv/z9etv95fFRpfjIIOoj0vc3fCBe83GYJtr@G9Xgc/x4!
558,콩,미소,"가공적성, 식미, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvp2FC607UTd/EE5i/K0vUTc3fCBe83GYJtr@G9Xgc/x4!
559,콩,소청자,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv@dmBG1gXrGG5Tw1lYbZ7s83fCBe83GYJtr@G9Xgc/x4!
560,콩나물콩,해원,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvur7fy/rd6hptY2i6rkQURs3fCBe83GYJtr@G9Xgc/x4!
561,여름감자,금선,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvf4KmiER4wyv8d50Rhfi1ks3fCBe83GYJtr@G9Xgc/x4!
562,여름감자,다미,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv13n2/aCWEQ9kdSwKxGsjd83fCBe83GYJtr@G9Xgc/x4!
563,여름감자,중모9001,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvWpgPFdIXl8fawexunAJ7cM3fCBe83GYJtr@G9Xgc/x4!
564,팥,서나,"가공적성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvI@CKYdGCNTS0r45WO0DNHs3fCBe83GYJtr@G9Xgc/x4!
565,팥,흰나래,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvx3B@1OQxnMcCNxf71L@O983fCBe83GYJtr@G9Xgc/x4!
566,거베라,레디온,채화량 많음,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvWRef2CVXQpK1M5BmBwoAtM3fCBe83GYJtr@G9Xgc/x4!
567,거베라,썬그린,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvf468UlKxAgbALFlTVsJ@B83fCBe83GYJtr@G9Xgc/x4!
568,비모란,구홍(Guhong),"균형미, 다수량성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvENiDcRfkjYj35LzcprRfYM3fCBe83GYJtr@G9Xgc/x4!
569,비모란,연호(Yeonho),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvtZxTk5RvzMwwGMoEKpg4083fCBe83GYJtr@G9Xgc/x4!
570,비모란,선황(Seonhwang),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvHaPeTljW5lA3WBOMq28WDM3fCBe83GYJtr@G9Xgc/x4!
571,프리지아,블루벨,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvNzFyhVJ8TJGlA33keA2Ap83fCBe83GYJtr@G9Xgc/x4!
572,프리지아,큐티레드,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvbJP31xLqlp/hYQAacgync83fCBe83GYJtr@G9Xgc/x4!
573,스프레이,레드마블,"재배안정성, 절화수명",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv1NAvCG7P8a1DxI8a7FOkqc3fCBe83GYJtr@G9Xgc/x4!
574,스프레이,그린다이아몬드,"재배안정성, 절화수명",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv2hbHGEgzDHYngnOB1O@ULs3fCBe83GYJtr@G9Xgc/x4!
575,뽕나무,상마루,"건강기능성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv/sUnniV2yvHURR4McJZpL83fCBe83GYJtr@G9Xgc/x4!
576,청보리,미호,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv3rs5XS7gRjQu0HAJJGpO583fCBe83GYJtr@G9Xgc/x4!
577,청보리,중모2508,"내한성, 내도복성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv26kRzx3lDKjTtUWkC7uKBc3fCBe83GYJtr@G9Xgc/x4!
578,쌀보리,한백,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvvsTO8EnRVlr4OYCZtDTSKs3fCBe83GYJtr@G9Xgc/x4!
579,쌀보리,중모2013,중간모본,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvIczqi476TBuX8uOR1Zgn2s3fCBe83GYJtr@G9Xgc/x4!
580,들깨,소담,건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvAWvUTpnAxlrA9KTqfo8rcM3fCBe83GYJtr@G9Xgc/x4!
581,땅콩,흑생,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvM2RU@/19ykR@QYEtROWJN83fCBe83GYJtr@G9Xgc/x4!
582,땅콩,다안,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv5y1Wngd@eHyPMV4BSbCmcc3fCBe83GYJtr@G9Xgc/x4!
583,조,단아메,내도복성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvia4rpLfLlsMsO9p@Ox46as3fCBe83GYJtr@G9Xgc/x4!
584,일반벼,새신,"식미, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvRe9YKnyknCHuWfUpXEDX1c3fCBe83GYJtr@G9Xgc/x4!
585,글라디올러스,화이트패이스,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvXRYfcdymXQh2Eg/XTvNnH83fCBe83GYJtr@G9Xgc/x4!
586,느타리,고솔,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvLgla6w/GSgLmAL/jYtNYX83fCBe83GYJtr@G9Xgc/x4!
587,옥수수,케이와이30,교배모본,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
588,꽃호박,썬파워,관상용,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvt7H38@xY@5zabJWoxrI1Oc3fCBe83GYJtr@G9Xgc/x4!
589,양송이,호감,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvLArVfgFeIlQybXS/A1juH83fCBe83GYJtr@G9Xgc/x4!
590,오차드그라스,온누리2호,"다수량성, 조생종",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvrCKTTBNNcUBwV0jCC75@W83fCBe83GYJtr@G9Xgc/x4!
591,오차드그라스,럭키원,"중생종, 내병성, 내습성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvn/s2tMLgraCMhYlLB9mdN83fCBe83GYJtr@G9Xgc/x4!
592,상추,자혹맛치마,다수량성,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
593,상추,희선청치마,식미,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
594,복숭아,피알1(PR1),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvBN02Y5qOSA/ildgj7dkmhc3fCBe83GYJtr@G9Xgc/x4!
595,포인세티아,레드엘프,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvypqQK3dFcHmi4qAHj0sUjc3fCBe83GYJtr@G9Xgc/x4!
596,피,소담직,"극조생, 내도복성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvnXTiQfYzmxMp7mmYQ6Ope83fCBe83GYJtr@G9Xgc/x4!
597,기타핵과류,샤이니(Shiny),식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lveX3MSIeI8uZI7WoKJuQC983fCBe83GYJtr@G9Xgc/x4!
598,사과,루비에스,소과,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvoVL0hChBunsPZUhgg1Zgyc3fCBe83GYJtr@G9Xgc/x4!
599,비모란,하홍(Hahong),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvUf4EUXhN@c6GL54zumM@nM3fCBe83GYJtr@G9Xgc/x4!
600,비모란,노황(Nohwang),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv@RFz9/OtE2RKZMo1pF30is3fCBe83GYJtr@G9Xgc/x4!
601,비모란,고분(Gobun),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvGFBjSFrF6ZmG/dPvKNBcVs3fCBe83GYJtr@G9Xgc/x4!
602,백합(나리),써니쥬시,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvtNIy6aumkQ7RPt3bxb5jWs3fCBe83GYJtr@G9Xgc/x4!
603,백합(나리),밀키웨이,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvul9khLFppp8QcTpvg75Wsc3fCBe83GYJtr@G9Xgc/x4!
604,백합(나리),라임글로우,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvF7M3xfivo4Wht28O4smCgc3fCBe83GYJtr@G9Xgc/x4!
605,글라디올러스,핑크스마일,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lveCRcpvHz1FXVBr0@y/kv3M3fCBe83GYJtr@G9Xgc/x4!
606,글라디올러스,핑크러브,화형 화색,https://www.nongsaro.go.kr/ps/img/cmmImg_2020/common/no_img.jpg
607,심비디움,써니벨(Sunny Bell),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvRDRM2dwYSe9FKPpSfG9@IM3fCBe83GYJtr@G9Xgc/x4!
608,심비디움,스위티스마일(Sweety Smile),다화성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvniakPnTDrco@D2r8iQoNuc3fCBe83GYJtr@G9Xgc/x4!
609,심비디움,딤플오렌지(Dimple Orange),다화성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvC5S5A3R18k0gvlsXfMgUpc3fCBe83GYJtr@G9Xgc/x4!
610,심비디움,스위트웨딩(Sweet Wedding),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvjrt8/i1xvRhtvp9bPdRgp83fCBe83GYJtr@G9Xgc/x4!
611,카네이션,레드뷰티,개화가 빠름,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvVHB6rghVmUpAifAwUMbbDs3fCBe83GYJtr@G9Xgc/x4!
612,카네이션,마블뷰티,심미성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvoZN6GmyoGW3h1kJAjZ1hIs3fCBe83GYJtr@G9Xgc/x4!
613,칼라,화이트에그,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvOJ@/hXNI34EK24AaWSgWqM3fCBe83GYJtr@G9Xgc/x4!
614,칼라,화이트하트,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvq/qh9XBVt3rbeWxpaSRn6s3fCBe83GYJtr@G9Xgc/x4!
615,프리지아,송오브엔젤,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvwrJO4DnKUpa8xEeMk0eHDc3fCBe83GYJtr@G9Xgc/x4!
616,프리지아,디어레이디,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvvwAZo2v6Sx@I1DhSmURanc3fCBe83GYJtr@G9Xgc/x4!
617,글라디올러스,레드스타트,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv@063wjMc0O2y46g@1Np8I83fCBe83GYJtr@G9Xgc/x4!
618,거베라,핑크에버,안정화형,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvHnwn61wiWdKMCB6Gt5swPM3fCBe83GYJtr@G9Xgc/x4!
619,스프레이,큐티핑크,절화수명,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv@KcCyPqiUgBiX/03ITgZzM3fCBe83GYJtr@G9Xgc/x4!
620,스프레이,옐로우마블,절화수명,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvJl3NjQdXDoqyVUE1qtBkrs3fCBe83GYJtr@G9Xgc/x4!
621,스프레이,글로리핑크,절화수명,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvz4@5Ko2RyPtRkRQxGI8t2M3fCBe83GYJtr@G9Xgc/x4!
622,거베라,썬업,"다수량성, 안정화형",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvEjj@zgDIi8aAgf@aTL58Ds3fCBe83GYJtr@G9Xgc/x4!
623,거베라,플레어,안정화형,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvGRxDrPVMLnMWp1F/z7Txvc3fCBe83GYJtr@G9Xgc/x4!
624,단감,왕추,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvoddZGku/8BNsrtY74Mvg@W6RR9Wmr7jJqS@BQTwbe2s!
625,장류용콩,태선,재배안정성,https://www.nongsaro.go.kr/ps/img/cmmImg_2020/common/no_img.jpg
626,일반고구마,건황미,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvGM4iZOZpmArI3IHvWwC6tc3fCBe83GYJtr@G9Xgc/x4!
627,일반고구마,예스미,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvcxRhj240OvaaMLP5adPnns3fCBe83GYJtr@G9Xgc/x4!
628,옥수수,다안옥,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvtPl29b5fXCNa4NOQu0TLo83fCBe83GYJtr@G9Xgc/x4!
629,단옥수수,허니골드1호,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv78ShQJopUKU@3V4NEAeUYc3fCBe83GYJtr@G9Xgc/x4!
630,특수미,중모1038,"다수량성, 매끄러운 잎 및 종실",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvwlDKcuT8AhiMwluxmvU2Js3fCBe83GYJtr@G9Xgc/x4!
631,겉보리,이맥,"가공적성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvAqarC24daz8hGQmwGknfQM3fCBe83GYJtr@G9Xgc/x4!
632,쌀보리,영백찰,"가공적성, 취반용",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv20FJmzVN1QN4fkj2O4KTus3fCBe83GYJtr@G9Xgc/x4!
633,겉보리,중모2010,"가공적성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvjx@soL9UZ6/tNTZ1RuXSEc3fCBe83GYJtr@G9Xgc/x4!
634,청보리,무한,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvS0B0QN8OAKkTE@5YzQUDf83fCBe83GYJtr@G9Xgc/x4!
635,청보리,중모2506,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvkmarMhrKF8GEnkGbT1uPls3fCBe83GYJtr@G9Xgc/x4!
636,밀,중모2012,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvJMQpHRKi8misjuTIaivtOM3fCBe83GYJtr@G9Xgc/x4!
637,호밀,씨드그린(Seedgreen),"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvnR3mE8qmWVyKDmyg8qwoqc3fCBe83GYJtr@G9Xgc/x4!
638,귀리,중모2507,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvhtxVao0av7UBO2N6CtkjFc3fCBe83GYJtr@G9Xgc/x4!
639,장류용콩,중모3010호,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv/41giZH7Lvvcgpy1Ql8DLM3fCBe83GYJtr@G9Xgc/x4!
640,장류용콩,선풍,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvlLI2I7Ev5brIrbAhiMjFyc3fCBe83GYJtr@G9Xgc/x4!
641,특수미,중모1037,건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvs7@WOu5ToQvtsUlGw3tV3M3fCBe83GYJtr@G9Xgc/x4!
642,장류용콩,새금,재배안정성,https://www.nongsaro.go.kr/ps/img/cmmImg_2020/common/no_img.jpg
643,장류용콩,장올,재배안정성,https://www.nongsaro.go.kr/ps/img/cmmImg_2020/common/no_img.jpg
644,콩,청미인,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvvht0XkS9LkgdC4h7dwMrts3fCBe83GYJtr@G9Xgc/x4!
645,콩,중모3011호,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv/YUgg9sJ@rvsm9ykMOTY/s3fCBe83GYJtr@G9Xgc/x4!
646,팥,연두채,"가공적성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvGlRUVFVHAM6Y8xlpapwQ083fCBe83GYJtr@G9Xgc/x4!
647,참깨,건백,"가공적성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvI3kZnkUMODjWgMJeQSqdGs3fCBe83GYJtr@G9Xgc/x4!
648,참깨,중모5005,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvDoJJNaCcgJxmg00Ng8312M3fCBe83GYJtr@G9Xgc/x4!
649,들깨,다미,"다수량성, 재배안정성",http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
